"roleID","label","guildID","id"
"1019825313477296140",User,"1019243091267424287","73"
"1019646528110985267",owner,"1019243091267424287","75"
"1020424425981608066",Administrator,"1019243091267424287","75"
"1019825313477296140",Mitglieder,"1019243091267424287","75"
"1020424425981608066",lol,"1019243091267424287","78"
"1020424425981608066",help,"1019243091267424287","78"
"1019646528110985267",sex,"1019243091267424287","78"
"1019825313477296140",verifyzieren,"1019243091267424287","81"
"1020719141214224464",verify,"1019243091267424287","81"
"1020663820143841310",männlich,"1019243091267424287","83"
"1020663862640521226",männlich,"1019243091267424287","83"
"1020663820143841310",männlich,"1019243091267424287","85"
"1020663862640521226",weiblich,"1019243091267424287","85"
"1020664093977366609",call of Duty,"1019243091267424287","87"
"1020663906231930892",Fortnite,"1019243091267424287","87"
"1020664132980187176",Roblox,"1019243091267424287","87"
"1020664024343527516",Rocket League,"1019243091267424287","87"
"1020663951954022400",Minecraft,"1019243091267424287","87"
"1020665293074350120",Unter 14,"1019243091267424287","92"
"1020665334878978079",über 14,"1019243091267424287","92"
"1020665386733142161",über 18,"1019243091267424287","92"
"1020665536247509002","25 Jahre","1019243091267424287","92"
"1020665593914982430",über 25,"1019243091267424287","92"
"1020666307886198845",single,"1019243091267424287","97"
"1020666259592970291",verliebt,"1019243091267424287","97"
"1020666307886198845",single,"1019243091267424287","99"
"1020666259592970291",Verliebt,"1019243091267424287","99"
"1020666360751194122",vergeben,"1019243091267424287","99"
"1020666591362437180",Lieb,"1019243091267424287","102"
"1020666446621188106",Freundlich,"1019243091267424287","102"
"1020666536853250179",Nett,"1019243091267424287","102"
"1020666482537025588",böse,"1019243091267424287","102"
"1020667308416446605",Geöffnete DM`S,"1019243091267424287","106"
"1020667408672899114",Geschlossene DM`S,"1019243091267424287","106"
"1020665145283858512",Deutschland,"1019243091267424287","108"
"1020665181300326461",Russland,"1019243091267424287","108"
"1020696184320438343",Ukraine,"1019243091267424287","108"
"1020696648407593071","1 Klasse","1019243091267424287","111"
"1020696683996266578","2 Klasse","1019243091267424287","111"
"1020696726866235402","3 Klasse","1019243091267424287","111"
"1020696766150090762","4 Klasse","1019243091267424287","111"
"1020696810852978739","5 Klasse","1019243091267424287","111"
"1020696849096654879","6 Klasse","1019243091267424287","111"
"1020696883829686354","7 Klasse","1019243091267424287","111"
"1020696920391421972","8 Klasse","1019243091267424287","111"
"1020696958798667796","9 Klasse","1019243091267424287","111"
"1020696995033272410","10 Klasse","1019243091267424287","111"
"1020663951954022400",Mincraft,"1019243091267424287","121"
"1020664024343527516",Rocket League,"1019243091267424287","121"
"1020663906231930892",Fortnite,"1019243091267424287","121"
"1020664093977366609",call of Duty,"1019243091267424287","121"
"1020664132980187176",Roblox,"1019243091267424287","121"
"1000403264187154502",News Ping,"912454427162578964","126"
"1000403408852889732",Social Media,"912454427162578964","126"
"1000403314208415847",Gewinnspiel Ping,"912454427162578964","126"
"1002508451865428078",Leaks Ping,"912454427162578964","126"
"1002508462342803556",Updates Ping,"912454427162578964","126"
"1000403264187154502",🔔 News Ping,"912454427162578964","131"
"1000403264187154502",🔔 News Ping,"912454427162578964","132"
"1000403408852889732",🚀 Social-Media Ping,"912454427162578964","132"
"1000403314208415847",🎉 Gewinnspiel Ping,"912454427162578964","132"
"1002508451865428078",👀 Leaks Ping,"912454427162578964","132"
"1002508462342803556",💡 Updates Ping,"912454427162578964","132"
"1020719141214224464",Verifyzieren,"1019243091267424287","137"
"1019825313477296140",Mitglied,"1019243091267424287","137"
"1020719141214224464",Verifyzieren,"1019243091267424287","139"
"1019825313477296140",Mitglied,"1019243091267424287","139"
"1019825313477296140",verifyzieren,"1019243091267424287","141"
"934379369319792650",Dev,"925729625580113951","142"
"1020719141214224464",verifycation,"1019243091267424287","143"
"1020719141214224464",verify,"1019243091267424287","144"
"1020719141214224464",verify,"1019243091267424287","145"
"1020663951954022400",🟫︱Mincraft,"1019243091267424287","146"
"1020664024343527516",⚽️🏎︱Rocket League,"1019243091267424287","146"
"1020664132980187176",⬜︱Roblox,"1019243091267424287","146"
"1020663906231930892",⚔︱Fortnite,"1019243091267424287","146"
"1020664093977366609",🔫︱Call of Duty,"1019243091267424287","146"
"1020663951954022400",🟫⛏︱Mincraft,"1019243091267424287","151"
"1020664024343527516",⚽️🏎︱Rocket League,"1019243091267424287","151"
"1020664132980187176",🌍⬜︱Roblox,"1019243091267424287","151"
"1020663906231930892",⚔⛏︱Fortnite,"1019243091267424287","151"
"1020664093977366609",🔫⚔︱Call of Duty,"1019243091267424287","151"
"926212661182623774",Vulpo Neuigkeiten,"925729625580113951","156"
"934764720387403796",Vulpo's Wald Neuigkeiten,"925729625580113951","156"
"934764712430800916",Leaks und Infos,"925729625580113951","156"
"953718497773486151",Status Update,"925729625580113951","156"
"934764724212609035",Gewinnspiele,"925729625580113951","156"
"1025475012687315047","123","1025145936063766619","161"
"1025475012687315047",↬ Geschlächt,"1025145936063766619","162"
"1096705029399920663",RP Ankündigung,"1096705029341188147","163"
"1096705029399920665",RP Info,"1096705029341188147","163"
"1096705029399920662",🎊 Giveway Ping,"1096705029341188147","163"
"1096705029399920661",Event Ping,"1096705029341188147","163"
"1096705029420879913",Einreise überspringen hinzufügen,"1096705029341188147","167"
"1096705029399920669",nicht eingereist wegmachen,"1096705029341188147","167"
"1027546709812858900",Einreise Überspringen,"937398557286228010","169"
"1027546709812858900",Einreise Überspringen,"937398557286228010","170"
"1027546709812858900",Einreise Überspringern,"937398557286228010","171"
"1079837604108849244",a,"1079807502113316896","172"
"1107262004298793000",Hier kannst du Illegale rollen hollen,"1061392171074334794","173"
"1107261725499203584",Hier kannst du dir die rolle zum Drogen farmen hollen,"1061392171074334794","173"
"1104866239463039127",Bot neuigkeiten,"1072160674911883315","175"
"1104866242503921704",umfragen ping,"1072160674911883315","175"
"1104866241266589747",event ping,"1072160674911883315","175"
"1104866242503921704",umfragen ping,"1072160674911883315","178"
"1104866238624178186",changelog ping,"1072160674911883315","178"
"1104866237294588095",giveaway ping,"1072160674911883315","178"
"1104866244357787699",mann,"1072160674911883315","181"
"1104866245255376916",weiblich,"1072160674911883315","181"
"1104866246081658931",diverse,"1072160674911883315","181"
"1104866243502149642",deadchat ping,"1072160674911883315","184"
"1108378080461983855","","1108252522583429172","185"
"1108378161135226910",Regelwerk nicht Akzeptiert rolle weg,"1108252522583429172","185"
